1,2016,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.701284433,0,0
1,2016,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,-0.701284433,0,0
1,2016,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,-0.701284433,0,0
1,2016,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.701284433,0,0
1,2016,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.701284433,0,0
1,2016,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.701284433,0,0
1,2016,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,-0.701284433,0,0
1,2016,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,-0.701284433,0,0
1,2016,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.701284433,0,0
1,2016,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.701284433,0,0
1,2016,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.701284433,0,0
1,2016,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,-0.701284433,0,0
1,2016,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.701284433,0,0
1,2016,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.701284433,0,0
1,2016,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.701284433,0,0
1,2016,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.701284433,0,0
1,2016,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,-0.701284433,0,0
1,2016,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.701284433,0,0
1,2016,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,-0.701284433,0,0
1,2016,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.701284433,0,0
1,2016,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.36349837,0,0
